Timestamp,Solar - Actual Aggregated [MW],Wind Offshore - Actual Aggregated [MW],Wind Onshore - Actual Aggregated [MW]
2025-04-16 00:00:00,0.0,0.022365036989975138,0.0350943918124611
2025-04-16 01:00:00,0.0,0.041993243449628265,0.05127584537722149
2025-04-16 02:00:00,0.0,0.06227511255826455,0.08087269206832169
2025-04-16 03:00:00,0.0,0.06623374243248031,0.08654311596708388
2025-04-16 04:00:00,0.0,0.07300861979437118,0.09169490353364221
2025-04-16 05:00:00,0.0,0.07162798653577122,0.0885485097849388
2025-04-16 06:00:00,0.0019035532994923859,0.062061297673083146,0.08913629762810317
2025-04-16 07:00:00,0.03394670050761421,0.057601730067870956,0.07167554111057327
2025-04-16 08:00:00,0.06376903553299493,0.04709425571038468,0.046124057810663165
2025-04-16 09:00:00,0.10152284263959391,0.04216429535777339,0.034160846414494156
2025-04-16 10:00:00,0.0983502538071066,0.049507309414574846,0.027798907406126824
2025-04-16 11:00:00,0.16592639593908629,0.049794432260389876,0.0388977249152894
2025-04-16 12:00:00,0.13864213197969544,0.048206093113328,0.051033815088859694
2025-04-16 13:00:00,0.11326142131979695,0.04281184901003708,0.0441532397482885
2025-04-16 14:00:00,0.1075507614213198,0.03838282638842223,0.04238987621879538
2025-04-16 15:00:00,0.06789340101522842,0.03604918964158516,0.02783348316160708
2025-04-16 16:00:00,0.048223350253807105,0.03196227083626056,0.021782725952562063
2025-04-16 17:00:00,0.03553299492385787,0.03186452688874906,0.016942120185326048
2025-04-16 18:00:00,0.01649746192893401,0.03063050955141637,0.012723878016734665
2025-04-16 19:00:00,0.00666243654822335,0.025474516320184735,0.008816817647465598
2025-04-16 20:00:00,0.00031725888324873094,0.018076521292908064,0.007952423760459166
2025-04-16 21:00:00,0.0,0.019506026525263755,0.007260908650854021
2025-04-16 22:00:00,0.0,0.017685545502862065,0.009715787289952286
2025-04-16 23:00:00,0.0,0.013623062684415339,0.007572090450176336
